Questions,Responses,Question number,Transcripts
"okay. thank you very much, but can you elaborate more if the current regulatory framework, the current policy, current policies, are supportive of this ppp?",source funding coming services services sold selling service generate money actually service would sell generate money also partnership partners fund health system population also finance generating kind insurance insurance source financing expenses also government come finance services generate money pay back,10,rwa-int-pe_2022_02_03
thank you very much. do you think that there will be a resistance among policy makers for this ppp? ,point view services available sell service generate money generating money end treating patients sick also participate different activities generate taxes governmenti think government invests peopleâ€™s health factory helps government generating money different ways,11,rwa-int-pe_2022_02_03
"yeah. so, how flexible is the ppp to change in government, or government priority? ",point view sustainable cost affordable think making good negotiation low price market big think experience managing hospital sustainable well managed,12,rwa-int-pe_2022_02_03
"so, historically, how have public and private sector focusing on health interacted, in terms of trust, collaborative the relationship is?",get actually good political said mandatory need anything else practically viable government set guidelines legal framework ppp government ready raise fund viability ppp strong system political stable government ideal situation financial viability possible,13,rwa-int-pe_2022_02_03
"and so what other earlier experiences or projects have there been in country that can provide the lessons for african health, diagnostic platform? ",think talked everything nothing add,14,rwa-int-pe_2022_02_03
"so, you talked about that you are having abbott in your hospital. ",think everything discussed list okay,15,rwa-int-pe_2022_02_03
"so, can you relate a little bit on how this is good experience that the african health diagnostic platform can build on? ",thank much yeah glad participate,16,rwa-int-pe_2022_02_03
"how will health system governance arrangementse.g. decentralization, devolutionaffect the ppp design and pre-tender process?",make sure understand framing study topic exactly included african health diagnostic platform pertain recent investments european investment bank exactly included,17,rwa-int-pe_2022_02_03
"so who should be held accountable for the success of the ppp, or the deliverables under the selected contract modalities? ",okay clarify know involvement lab directly rbc working specific investment european investment bank think different processes falling slightly different channels know one ive involved directly leadership rbc know negotiating eib also involved providing technical assistance invest new laboratory national health laboratory servicesthe nhls thats guess form ppp,18,rwa-int-pe_2022_02_03
thank you very much. so what has been the historic investment and interest from the government in laboratory diagnostic? ,im cant say honestly,19,rwa-int-pe_2022_02_03
"so, how does improvement in laboratory diagnostic align with the government priorities for the health sector? ",mean discussions rbc mean obviously initially dg rbc whole team rbc know well group core group set work future reference lab rbc thats eid funding plus eu delegation funding order set new basically think security level three think latest set key laboratory services,20,rwa-int-pe_2022_02_03
"thank you very much. so what is the profile of health workers relative to the diagnostic system, including training cadres and, unionization and other aspect? ",process involved negotiate two separate grants come european union one large 20 million euro grants european investment bankeib second grant direct grants provide technical assistance support project provide expertise ensure lab infrastructure project carried well thats separate grant,21,rwa-int-pe_2022_02_03
"so, who do you think that are the key stakeholders that should be involved in developing the ppp and why?",well think know different stakeholders working different manners creates challenge right mean eib works administrative form procedures,22,rwa-int-pe_2022_02_03
"so, whose interests are helped or hurt by laboratory diagnostic happening in the public versus the private sector?",far know thinkagain last week personal leave know besides know theres lot movementslast month think submitted eib consideration soit finalized submitted could tell,23,rwa-int-pe_2022_02_03
"so, in other words, do you think that some people would have the benefit of having the lab or the diagnostic services be accessed in the public as it is in the private sector?",initially mostly leadership rbc obviously know initial leadership dg rbc time former dg created task force work chairman task force core team former head department biomedical services cant recall exactly name ended vice chair included also different members head mti rbc know im talking medical maintenance equipment infrastructure deputy dg coordinator spiu rbc person changed points somebody someone acting kind support technical assistance rbc,24,rwa-int-pe_2022_02_03
"okay, that's good. so, who would benefit the most from the joint public private venture? ",yeah rwanda housing authority minicofin maybe others im sure would dig emails know know lot happened last couple weeks,25,rwa-int-pe_2022_02_03
"so, who would be potentially threatened by the ppp? ",mean yeah mean extent rbc moh way know,26,rwa-int-pe_2022_02_03
"so, how interested do you think private partners might be in participating in the ppp? ",initial design rough think project different stages know part procurements part design phase one project part work thats supposed carried eib funding well funding,27,rwa-int-pe_2022_02_03
so what are the biggest incentive for private partners to participate in ppp? ,country director couple people husband wife would dig dont remember name head itâ€™s participated meetings meetings initially actually informal meetings remember people chai asked leading procurement project asked whether enabel funded project funding project started discussion procedure know procurement procedure brainstorming process,28,rwa-int-pe_2022_02_03
"so, what are the biggest drawback for private partners to participate in ppp? ",right well think back know first kind informal brainstorming two years ago andi thinkthe confusion lack clarity respective accountabilities led us knowing supposed responsible think led delays know unclear accountabilities dont know whos responsible delivering something dont supposed come tell youre supposed deliver didnt deliver supposed right dont responsibilities,29,rwa-int-pe_2022_02_03
"so, do you think that private partners working in the laboratory diagnostic in rwanda have the capacity to participate and deliver on the ppp? ",know felt colleague whos working rbc technical advisor know hes one pushing hire project manager type person clear needed person like know role acting project manager yeahi know feeling,30,rwa-int-pe_2022_02_03
"so, how ppp could be designed to achieve a scale up and sustainability ",know division always umbrella dg rbc think name champion would say champion behind right dg rbc champion know clearly responsibilities think appointed core team,31,rwa-int-pe_2022_02_03
"what would scale up look like for this ppp, for example, at the level of the geographical scale up, expanding to other facilities, adding new diagnostic? what do you think in the scale up at national level, even at lower level? ",chair taskforce former head department biomedical services,32,rwa-int-pe_2022_02_03
what are the plans in a place to support public sector financing over diagnostic in the future?,mean donâ€™t want blame himwhat say thatthe mandate core team clearly established dont clear mandate either team entity individuals within team makes hard anything right,33,rwa-int-pe_2022_02_03
what do you mean by good environment? ,guess itâ€™s good question yeah turnover national lab help know definitely change people usual responsibilities think former hod phd point belgium things worry current hod changed know dont know inner workings rbc whats going,34,rwa-int-pe_2022_02_03
"so, which different source of funding are expected to be used for financing diagnostics?",think initial vision good think know think overall vision kind strategic direction good comes implementation getting organized think work plan accountabilities thatâ€™s things got confused,35,rwa-int-pe_2022_02_03
"so, how government increased the financing support to diagnostic during the ppp period? ",opposite directions wouldnt say opposite directions think one thingwhat realized early discussions know whenchai involved made clear statements wanted bid project wanted funded work know wanted claim part design concept project national lab wanted work design theyâ€™re infrastructure experts didnt want work construction parts want work design lab,36,rwa-int-pe_2022_02_03
"is this financing plan, you are talking about sustainable, so, and why, and why not?",yeah wanted bid element case guess could sense going funding coming wanted position bid bit weird situation technical partner work wanted bid funding,37,rwa-int-pe_2022_02_03
"so, how are the different source of funding being considered? you talked about, taxes, insurance and income generating. so, how these sources of funding be considered politically viable. ",well think ppp question ppp right know answer ppp bringing cant filled provided government partners know usual way working would say ppp providing solution something thatâ€™s currently met ppp ask well exist bringing pppif complex right itâ€™s easy thing put together,38,rwa-int-pe_2022_02_03
"thank you very much. so, is there anything else you would like to discuss about the ppp? that we have not talked about? ",think powerful affordable effective know kind goes back initial design question set going work dysfunctional ppp,39,rwa-int-pe_2022_02_03
"thank you very much. if you have the last paper, you can look at it and see if we may have missed any potential respondent. you see the last paper, there's a list of potential respondents if you have went through, you can indicate us which one we have missed out. we can addthem. ",well would say role maybe play role mean ideally consider every different risk every one factors assess theyre going influence projectyou need analyze also stakeholders table influence interest theyre table,40,rwa-int-pe_2022_02_03
"thank you, we are at the end of our discussion, as i have said in the beginning, if the ppp moves ahead to contracting, we will have second round of interview. and if you agree, we may reach you again in the next few months to schedule another interview with you. thank you very much.",well guess know new player coming consideration ahdp anyone else mean dont know dont know network dont know interests dont know contribution strengthbut new partner interested kind revisit know brings new player table new potential possibilities also added complexity maybe things considered earlier project,41,rwa-int-pe_2022_02_03
it has been very interesting to discuss with you and to gain a lot of experience from your side. thank you very much. ,thats good question know im trying recall point process stopped consider assess policy ppp sorry im quickly running different stages head trying remember,42,rwa-int-pe_2022_02_03
"thank you very much. so, please, can you describe your involvement in public private partnership process under this african health diagnostic platform in rwanda?",dont think ever analyzed policy government policy ppp know whats included criteriathe framework whether party supportive knowwhat key considerations policy mean dont know maybe team members something explicit rightitâ€™s something part structured effort work plan maybe done dont think team analyze policy ppp evaluate discuss team maybe done involved know didnt team policy analysis,1,rwa-int-pe_2022_2_7
"rwanda, alongside kenya, ethiopia and ghana has been selected to assess ""african health diagnostic platformahdpevaluation, focusing on evaluation of public-private -partnershippppinitiative or a form of contracting modalities and this platform was created in order to improve clinical laboratory services in the mentioned countries to contribute to the quality of health care. okay, there is this european investment bank with bmgf in supporting the implementation of ahdp in these countries, and also they give support through chai in technical assistance of the work.jhu john hopkins university has been contracted to evaluate the design, the process and also the impact of ahdp evaluation in these four countries, in rwanda jhu through ciichin has the role of documenting and evaluating the process and the outcome of the model. ciichincenter for impact innovation and capacity building- for health information and nutrition , a rwandan research company that is led by professor jeanine condo.",good question honestly admit limitations mean personally never read policy documents government policy documents ppp regulated theyre supposed work forth know rdb supposed coordinating know government open idea ppp know terms witnessed last 12 years witnessed lot interest ppp lot discussions lot buzz around ppp,2,rwa-int-pe_2022_2_7
"okay, thank you very much, we go through the questions, and you will respond to provide the information that you have.",think things come mind well ionly knowthe health sector mean im sure ppp outside health sector whati mean idont know welli think know theyve done ppp health sector health posts theyve done lab well partnerships albert also partnership sequencing theres different ppp partnerships set know unless youre partnership dont necessarily information know partnership going right,3,rwa-int-pe_2022_2_7
"are you familiar with the african health diagnostic platform, which is being currently discussed in rwanda?",yeah im division twofold right one well maybe two fold actually theres different aspects one side definitely service delivery components want population able access diagnostic services ensure quality care thats one two definitely element interest serve hub regional hub element also wants think beyond borders country act reference center laboratory services services well potentially rwanda could hub laboratory testing could done,4,rwa-int-pe_2022_2_7
yeah.,well think aligns well rightin terms access ofcomponentsaccess quality services think theres clear alignment know serving regional hub think also falls line rest government policies thinking sectors know caring countries regioni think thats also aligned government policy obviously goes beyond health sector know thats thing broader development qualified workforce country well economic development attracting investors think really aligned government policies think none things going itits aligned,5,rwa-int-pe_2022_2_7
"so, did you discuss about this kind of ppp? with the rbc, in the meeting that you were involved in?",okay yeah benefit health workers well im background clinicians ill answer first clinician lab thats providing reliable analysis broad range different services trust theres clear benefit right provide good patient care youre confident get analysis need able prescribe right treatment clear benefit terms patient care quality servicesthatincludes satisfaction providers able access right diagnostic tools andprovide good care think theres definitely satisfaction know elements goes support health care workers work,6,rwa-int-pe_2022_2_7
"yeah, maybe it's a problem of name. but otherwise, it should be the same process because the initiative were being developed into public private partnership. so we can go through the question and you will provide any information that you may know.",tough question know mean thats something im surei answer like need sit brainstorm think helps mean government wants government wants ensure population access right way help agenda government expand laboratory service,7,rwa-int-pe_2022_2_7
"so, according to what you know what was the process of negotiation over the ppp, you know?",benefits,8,rwa-int-pe_2022_2_7
"thank you very much so from the process that just described it seems that who had some kind of sticking issue. so, do you know any of the sticking point around this ppp design?",depends ppp set ppp set carefully whoever smartest going benefit mostit goes back design depends set government paying attention private sector going easy ride really depends set beginning sign something without reading final print itâ€™s dangerous,9,rwa-int-pe_2022_2_7
"thank you very much. so, do you know where it stands now?",potentially everyone thats point partnership rights maybe going strengthened equally things everybody going partnership wants get something get going vary depending organizationâ€™s reason theyre going partnershipand normally ppp working well everybody gets want least everybody benefit ppp somebody losing benefiting ppp going fail somebody pull forget,10,rwa-int-pe_2022_2_7
"so, who has been involved in the initial design of that ppp?",right mean based ive observed considering know two nothing ahdp considering gates foundation chai eib iâ€™m reflecting back saying touched points chai eibgates never interacted seems lot discussions happening different places different stakeholders,11,rwa-int-pe_2022_2_7
"yeah, there were other ministries, also?",mean worked private sector past think different level interest right ppp private sector know one pure see callcsrcorporate social responsibility goodwill looks nice something help low income countriesso thatâ€™s one thatâ€™s like separate world rightim sure true ppp like standards development projects element private companies look core business putting aside csr elements normally private companies successful know service products sell make money usually theyre good private company goes well dont need anybody else right want enter ppp something else want get right either want test new approach new product enter new markets new way things something want get ppp need figure could new machine want test new test want try,12,rwa-int-pe_2022_2_7
anyone from the ministry of health?,depends interest read fine print first want maximize theyre good negotiating contracts getting best deals small unit youâ€™re government youre dealing private company know big private company dealing like enabel said know come want get best deal possible read fine print theyre going try get best possibility yeah definitely strong team negotiators theyre tough cookies,13,rwa-int-pe_2022_2_7
"that's good. okay, so, how the initial design changes during the deliberation.",sure yeah dont confuse standards development partners theyre nice kind enabel whoever else,14,rwa-int-pe_2022_2_7
it was maybe? country director?,good question dont think theres quick answer think easy one kind goes back know walk kind difference financing steps thinking well money come right going come mutuelle coming people paying premium going come standard mutuelle know terms revenue generation,15,rwa-int-pe_2022_2_7
"very good. i think so. as you know there were so many changes and how do the changes would affected the process, or would have affected the process? ",think government done quite lot theyâ€™ve involved negotiating different companies dont know details different deals negotiationsi know dealing interacting directly different private sectors know abbott deal different deal pcr testing whatnot im directly involved negotiations dont know details deals know government rbc probably mostly involved negotiations discussions dont know whats details agreements,16,rwa-int-pe_2022_2_7
"so, is this kind of frustration you felt as vice chair of the task force was also felt among other team members?",think potential sustainable theyre go unregulated manner going sustainable lab going many test possibly want milk cow much would say lab thats would righti mean know theres ethical considerations cut essential business youre going manage profit theyre going try maximize profits rightand thats businessman would rightso know youâ€™re going try many lab test,17,rwa-int-pe_2022_2_7
yeah. so who has been championing of this ppp support?,itâ€™s interesting im curious lot discussions would relevant government course know whatâ€™s plan mean understand clients like johns hopkins university gates government point going engage government share findings know going platform discussing im curious enough,18,rwa-int-pe_2022_2_7
but what you did under this division was not clearly channeled? who was the chair of the task force?,okay well,19,rwa-int-pe_2022_2_7
yeah. meaning that he was not owning the process?,pleasure im looking hope get see result work point know interesting,20,rwa-int-pe_2022_2_7
"and it was the same scenario with before the new hod was alert for example, so it was the same maybe the new hod was coming in, maybe not owning it. and the dg having the overall vision, but not really involved. so, what the same with that old team. because we used to have, for example the former hod and colleagues from national reference lab. do you think that ambiguity was due to this change?",lead interesting debate discussions health sector would love see results,21,rwa-int-pe_2022_2_7
"yeah, understand that. ok, so the change has affected them. the problem with this ownership, even if the vision was a clear, at least ",yeah thats good sounds good thank much good luck,22,rwa-int-pe_2022_2_7
do you think that there has been any actors trying to propose opposite direction from the main actor working in ppp?,involved okay,23,rwa-int-pe_2022_2_7
to bid for the design?,think formal engagement project hear friends either participated involved particularly involved process,24,rwa-int-pe_2022_2_7
"so, how would the ppp design address key considerations to improve the access of laboratory diagnostic if ppp is proposed?",,25,rwa-int-pe_2022_2_7
"do you think that ppp can improve the availability of equipment and the reagent, and also improve the quality and efficiency? what do you say about the affordability? if the ppp is approved can you elaborate more on quality, availability, efficiency and affordability?",know lab dont know much details particular ppp,26,rwa-int-pe_2022_2_7
"thank you very much.so, what factors, do you think, changed the discussion around the ppp? ",yes think one meetings met lunch colleagues ppp meeting remember met people chai moh rbc else heard abbott well,27,rwa-int-pe_2022_2_7
"yeah, thank you for the comment so, if the african health diagnostic platform is providing for example technical support, and facilitating the financing for this ppp, how would the availability of this support affect the ppp design. ",dont recall anyone like trying oppose,28,rwa-int-pe_2022_2_7
"thank you very much. so, let us go for the context now. so that was the design so now the following question will be about how policy context and the different stakeholders shaped the ppp design?",rdb dont know part think one institution least know built institutional capacity analyze offering areas ppp although course moh main recipient wouldnt technical details contribute think two worked together would dont know participated obviously moh donâ€™t know rdb know ppp guideline rdb institution rssb discussing rdb ppp projects think expertise,29,rwa-int-pe_2022_2_7
take time.,didnt take part discussion,30,rwa-int-pe_2022_2_7
"thank you, but based on your experience in health sector you have been there for a couple of years.so, do you think that on policy perspective, when the regulatory framework, do you think that these legal and policy, supportive to ppp or are opposing it?so do you think that they had some kind of obstruction or favoring context?",think lab network something moh working strengthen lab capacity across community health level national level think maybe hear ppp hear investment area think investment means availability quality wherever demand think push rwandans already initiative rwanda already probably faster efficiently ppp think push means people remote area areas people diseases common theyre always government always focus common theres always funding common diseases burden epidemiological burden also changing towards ncds think opportunity invest new areas whereso look beneficiaries remote areas people economically well also look people specific diseases special conditions would benefit government investment wait governmentto go investment plan,31,rwa-int-pe_2022_2_7
"yeah. so, what other recent or areas experience of the project have there been in country, that can provide lessons for this coming african health diagnostic platform?",think thats point wanted make financial viability im saying another experienceso financial viability ppp means services providing affordable inputs required deliver services covered get dont know fees charge financial variability also affordability brand population either pocket insurance cause know much contribute something good quality affordable thinkthat something look look long term financing ppp five years come grant come commitment company wrong run absorbed existing system means people afford afford also organizations managing ppp also viable ppp causing loss hospital private dont know public private hospitals involved donâ€™t know private involved think thats key,32,rwa-int-pe_2022_2_7
"yeah, thank you. so, what has been the historic investment and interest from the government in the laboratory diagnostic?",think rwanda part countries efforts destinations distinction investments think improvement policy regulatory framework ease business ease getting touch public sector want engage people cant talk experiences rdb facilitating discussions steering committee donâ€™t many ministers involved steering committee ppp guideline corruption solo dont know improvements intended attract investment think also valid ppp think yet mindset something new know always skepticism particularly public sector seen things work effectively always skepticism,33,rwa-int-pe_2022_2_7
so how does the improvement in the laboratory diagnostic align with the government priorities for the health sector? ,think,34,rwa-int-pe_2022_2_7
"what is the profile of the health workers relative to the diagnostic system, including training, cadres, and even unionization? ",yes think health sector particularly think health sector general yeah think health post different stakeholders one family health sfh individual investor wellif call investor managing running facilities health post think project moh eco bankand full one family health open 500 health post although yet thats good example thats taking example working well numbers think good financial projections think failing take one random health post might realize viable nature viable two remote people cost running facility almost,35,rwa-int-pe_2022_2_7
"thank you very much for the answer. the previous question it's about the stakeholders, and i think that you responded to this question throughout our discussion, we can skip it and go to the following",discussing third investor everyone started give numbers seems paying almost third paying per kilometer ambulance run private investor means subsidies obviously thats need need clear,36,rwa-int-pe_2022_2_7
"so, maybe some questions may help you to respond to the question. who benefits the most from the joint public-private venture in laboratory diagnostic?",think good one public private clear interest project public wanted rollout post everywhere far reaching target least one post per sell investor also wanted make work show learn rwandas experience able expand context african countries mainly african think collaboration eco bank source funding also collaborative way think lacking keep eye project run kpis follow make sure working according expectation think one many health posts open many financial viable mobile yeah well start started seeing trend reduction health postclosing new health post opening yeah cause face reality,37,rwa-int-pe_2022_2_7
yes,yeah think government keen investing lab diagnostic course support partners including global fund usaid others saying beginning investment across lab networks refer one level another required capacity according disease package services available even gone community health level rapid diagnostic test think investment think institution one point referral lab institution charge think division something division still like government throwing area need keep strengthening time cant tell much time able tell ministry investments always shortfall building maintenance capacity thats think challenge monitoring quality diagnostics,38,rwa-int-pe_2022_2_7
"yeah, okay. who is potentially threatened by the ppp? ",yes think obviously two talked already rdb technical skills analyzing appraising ppp proposals ministry health rbc course freight rs mainly rbc technical stakeholder benefiting partners doesnt matter long bring capacity facilitating discussion public institution one also add rssb theyre always im rssb theyre always discussions exclude assess end whereas included assess beginning youre projecting much charge per test need think paying paying paying also bring another perspective source funding,39,rwa-int-pe_2022_2_7
"how would the structure of the african health diagnostic platform project itself affect dynamics in the country level? and how have bmgf, chai, and eib influenced the country level, ppp dynamics? and also to what degree did they cross the country landing with the african health diagnostic platform project?",think particular institutions particular interest look guess look ppp length interests rdb wants bring investments country moh wants accessibility lab capacity health facilities want good level responding treatment plan adding rssb also interested knowing people expecting us terms reimbursing services talking new services talking new lab tests new different way testing way testing cost less cost would would interest us achieve less cost think yeah would interested good bring perspectiveon one table country see hand somehow incentives participate think,40,rwa-int-pe_2022_2_7
"so, the following question would be, so how interested are private partners in participating in the ppp? do you know anything about that?",complicated think public much interest inefficiencies public sector always prone inefficiencies ppp address engaging provider even theyre bringing dont know theyre bringing equipment consumables public interest always overshadowing business part model think bring together public sector benefit much private sector known private clinic cant allow equipment sleep one year maintenance ways addressing issues already think public benefit ppp private sector definitely investmenti think private sector also benefit joint venture allow expand faster theres someones taking charge part cost andwith reimbursed example invest 1 million lab capacity venture private company use money open another service yeah help private sector expand faster,41,rwa-int-pe_2022_2_7
"so what are the private partnerâ€™s main questions around participating in ppp, what are the biggest incentives? so you summarize a little bit, what are the biggest drawbacks of private so, it depends on the interest as you have said, ",dont see anyone threatened,42,rwa-int-pe_2022_2_7
so the government should have the best team to negotiate?,maybe yes maybe value chainin supply chain private organization involved forexample supplying uh consumables lab course benefit ones uh talking big uh manufacturing company role prefer large supply network cant cant outsource guess outsource rely supply chain particular value addition role try minimize cost supply thats push use services think ones losing,43,rwa-int-pe_2022_2_7
"so we are moving toward the end, sorry to keep you so long, so the discussion was very interesting. but we are moving for the pathway to sustainability and the scale up the things,",didnt read proposal dont understand sector cant judge course public sector interest also private investors interest know cost interest government strong enough defend least minimize cost increased lab capacity quality constant quality services get butat high cost cant judge didnt understand proposal get really investment get good quality lab services come huge cost didnt negotiate well negotiated well realize costly ones investment given capability maintenance whatever two cost three good deal government cant judge cant put numbers population benefiting donâ€™t know means availabilitythenthe societal gains also uh need accounted gain losing think government make compromise make services available services good quality available cause health population also matters,44,rwa-int-pe_2022_2_7
"actually there are some question which are saying, under the sub question, which different sources of funding, are expectedto be used for financing the diagnostic, and howthe government, has increased the financing support to the diagnostic during the ppp period?for example, the national health insurance and other things, and also, to think about if the financing plan are sustainable?why, and the why not?",think lot elements consider dont know part gave one example one expression interest launched government one applicant available think one key determine people interested even particular applicant one full information ppp think judge people interested access information done fe visibility shown numbers put expression interest outside see many interested numbers good financial projections risk analysis done available everyone think elements environment push people attract people ecosystem look attraction investors rwanda coming doesnt mean dont like investing rwanda maybe dont know dont enough information make decisionsotherwise look business efforts rdb doingto give incentive investors add good modelthatyou present publish expression interest people suspect people would come numbers,45,rwa-int-pe_2022_2_7
"based on the financing system in rwanda, for example do you think the existing financial mechanisms are sustainable for this kind of diagnostic financing? why, and why not? ",think one financial variability particular ppp risk analysis government incentives government incentives many ways terms success terms dont know clear government ready give away incentives financial model youre talking lab test example capacity millions rwandans receiving test malaria year part ppp people judge course incentive incentives rwanda gives investors example terms tax terms land tax land access whatever exclusivity contracting many years think every investor would would look think elements public people judge whether go okay,46,rwa-int-pe_2022_2_7
"okay, thank you very much that was very interesting. so, is there anything else you would like to discuss about the ppp that we're not covered in our talk?",im trying think aloud think theyre also interested stability seen cases government founded promises terms investments context might find signed agreement government next government becomes absolute make way another cause didnt part deal find reasons make lose go also cost stopping contract high many investors put think stability prevent coming think element knowledge hinder engaging engagement private investors ppp capacity within financial model,47,rwa-int-pe_2022_2_7
"yeah, exactly because we were able to interviewing so many people for us to be able to deep dive and know how the project were implemented or whether it is on the right direction , and we were able to get different perspectives from different levels. and at the end of the day, the most beneficiary it's the government of rwanda, and these stakeholders. so the findings should be shared to the government and even the most beneficiaries funders. then after we will be able to get different perspective from other countries to evaluate if there can be a best practice to implement in our country.",dont many think capacity many international collaborations addition capacity either hundred percent rwandan international collaboration others branches big private lab farms think even look capacity extensioni think least capacity public regards,48,rwa-int-pe_2022_2_7
thank you for your time and i appreciate. ,cant tell cause two factors dont one loan offering better banks secondly need money example talking agencies multilateral lab companies probably money mother companies theyre willing incur long cost since dont two elements dont know interesting course cheaper market need would willing take cant speak need think need capacity still low still sending lab test outside country means room improve capacity country,49,rwa-int-pe_2022_2_7
for sure. ,dont money better banks okay,50,rwa-int-pe_2022_2_7
"for sure this will run to some point in this discussion in this core group. and i know you are in the rwandan health sector forum, and you will catch it at any time in the meeting.",think two ways stream financing one health insurance knowing community insurance biggest insurance country know financially itâ€™s strong low contributions likely increase increase government subsidies key elements sustainability course minimum provided everyone using least utilization services high remain high majority population insured lab testing part care receive go health facilities think strong element sustainability secondly another element dont master key secondfinancing stream government budget government investing example biomedical equipment,51,rwa-int-pe_2022_2_7
so the first question that we have for you is we want you to describe your involvement in ahdp ppp process?,think one part sustainability financing since government budget dont think goes government budget dont think stop tomorrow members stop paying contributions insurance sustainable way services run threaten sustainability cost running lab since looked model reasonable enough public private operators lose providing service insurance didnt pay didnt reimburse enough guaranteed threat sustainability costing model respected affordability part sustainability would guaranteed,1,rwa_int_pe_2021_12_23
"so then are you at least a little bit familiar with it later on, maybe you were not involved in the, the process at the beginning since the beginning, but at some point you were somehow informed or attended some meetings about it. ",yeah think first time involved research said country public private partnership project running years think started remember well around 2017 much involved project information may provide information like someone involved design running projectit information someone institution running project,2,rwa_int_pe_2021_12_23
and then do you know if your institutions was involved at some point?,yeah project coordinated head national reference laboratory,3,rwa_int_pe_2021_12_23
so this you are because you are not involved and your institutions also was not involved. do you know some of the specifics of this ppp the modality that were discussed during this ppp through the discussions that you had with your friends? ,yes,4,rwa_int_pe_2021_12_23
"so then, based on the few information that you have, do you know who was involved in this ahdp ppp in this discussion around the design of this new partnership? ",according know private part abbott abbott provided clinical chemistry hematology molecular equipment abbott provide three types equipment negotiation coordinated rdb rdb business experts rbc providing technical point view information needed collaboration abbot rdb designed negotiation document,5,rwa_int_pe_2021_12_23
then we are still going to go through what you heard about these ppp through different people. ,think considered health facility levels initial stage national reference lab three types equipment took two teaching university hospitals chuk chub recently appointed recently appointed referral hospital think ruhengeri kibungo well considered also hospitals borders byumba gisenyi gihundwe satellite lab yeah equipment needs infrastructure accommodate think hospital levels placed district hospital provincial referral hospitals national reference lab assessment conducted see volume samples tested selected hospitals basis negotiation,6,rwa_int_pe_2021_12_23
"and then for the ppp, i think, you know, the context and, you know how, which works in rwanda",thinkthe starting point compare thepriceofreagents consumablesbutthis initial stagewhere especially partner abbott sticking onit requestedthe cost involvedat least one test actually abbott wanted provided cost took us run lab tests yes,7,rwa_int_pe_2021_12_23
"okay. so do you, are you aware of the different options that were discussed during this ppp especially when they were designing the model, the final model to be adopted? do you have any information about the potential model that were discussed? ",said rbc rdb teams remember well design coordinated rbc business unit bios department providing technical information needed former director business unit one coordinated design chai came later evaluation project well dont much information think rdb involved mof involved come validate process,8,rwa_int_pe_2021_12_23
"it's good. okay. so you know, that ahdp is a ppp about lab diagnostic, so really focusing on improving access quality of that while being also afford to the rwandan population. ",based cost,9,rwa_int_pe_2021_12_23
"it was mainly, looking at first of all, the public sectors, improving what the services are in the public sector. ",yes reduced cost comparing existing running costs different laboratory testsabbott reduces cost go beyond use today,10,rwa_int_pe_2021_12_23
"so, here we have the next set of questions, me looking at how the policy context and the different stakeholders can shape the ppp design. so the question is about, the legal system in place in country. and how is it supportive, to the ppp when you look at the existing policy legal and regulatory framework that we have in rwanda ",dont much detail negotiation think trying trying cost expensive,11,rwa_int_pe_2021_12_23
"so meaning you are suggesting that you are saying, first of all that people have a different mindset and we may face challenges and resistance yes. from players and in rwanda, we're not necessarily into ahdp, but in ppp arrangement in general, andto try to address these resistance, it's going to be good to share like examples or experiences across different sectors to show that ppp can work. it's not necessarily the devil. it can work and can get good outcomes out of it. ",think rdb mof im sure among,12,rwa_int_pe_2021_12_23
"so can you then based on your experiences, so what are the projects that have been there in country that can provide lessons to these ahdp ppp? ",think three options us equipment free charge yes placement modelhaving equipment availing maintenance services capacity building three services offered free charge course abbott business institution recover coststhroughthe reagent time,13,rwa_int_pe_2021_12_23
so you didn't move on with that ambulance project? ,much information,14,rwa_int_pe_2021_12_23
"how was the collaboration, the relationship between public and private especially, for example, if you look at the one that actually worked okay implemented with the health post, with ofh and sfh?",didnt yet know implemented ppp itll easy cause see social cases hospitals social cases like people think one dont pay government pay many social cases hospitals didnt yet currently take abbott ppp abbott currently running running like placement even roche placement equipment keep received leasing system equipment placed buy reagent extra cost equipment roche framework butif take lab management offer private companyi think two challenges one lab lab generated incomes managed private company every client pay im sure manage pay social cases buy reagents offer service business oriented serve dont focus vestment benefits business company comes think work benefits number one number two also labs hospitalsurvive incomes generated lab think two things think need challenge challenge,15,rwa_int_pe_2021_12_23
so then what has been the historic investment and interest from government in lab diagnostic?,okay accessibility think access package may increased hospitals offer clients yet equipment offer service problem reagents purchased accessibility think affordability think challenge,16,rwa_int_pe_2021_12_23
"so looking at ahdp, you know, a little bit about ahdp what is the goal of the ahdp? so according to you who are the key stakeholders that should sit around the table when they're discussing ahdp ppp?",think mentioned think talked cost turnaround time think reducedbut cost dont think change business yes business way designed invest recovery invest okay,17,rwa_int_pe_2021_12_23
